1, 1, 1, 112, 1, 1, 448, 1, 1, conv_2d_nchw_fchw, bf16, f32
14, 1, 1, 2016, 1, 1, 224, 1, 1, conv_2d_nchw_fchw, bf16, f32
14, 1, 1, 2016, 1, 1, 224, 1, 1, conv_2d_nchw_fchw, bf16, f32
14, 30, 46, 2016, 1, 1, 1024, 1, 1, conv_2d_nchw_fchw, bf16, f32
14, 30, 46, 2016, 1, 1, 1024, 1, 1, conv_2d_nchw_fchw, bf16, f32
14, 30, 46, 2016, 1, 1, 1024, 1, 1, conv_2d_nchw_fchw, bf16, f32
14, 30, 46, 2016, 1, 1, 2016, 1, 1, conv_2d_nchw_fchw, bf16, f32
14, 30, 46, 2016, 1, 1, 2016, 1, 1, conv_2d_nchw_fchw, bf16, f32
14, 30, 46, 2016, 1, 1, 2016, 1, 1, conv_2d_nchw_fchw, bf16, f32
14, 1, 1, 224, 1, 1, 2016, 1, 1, conv_2d_nchw_fchw, bf16, f32
14, 1, 1, 224, 1, 1, 2016, 1, 1, conv_2d_nchw_fchw, bf16, f32
14, 1, 1, 224, 1, 1, 2016, 1, 1, conv_2d_nchw_fchw, bf16, f32
14, 1, 1, 224, 1, 1, 56, 1, 1, conv_2d_nchw_fchw, bf16, f32
14, 1, 1, 224, 1, 1, 56, 1, 1, conv_2d_nchw_fchw, bf16, f32
14, 1, 1, 224, 1, 1, 56, 1, 1, conv_2d_nchw_fchw, bf16, f32
14, 1, 1, 224, 1, 1, 8, 1, 1, conv_2d_nchw_fchw, bf16, f32
14, 1, 1, 224, 1, 1, 8, 1, 1, conv_2d_nchw_fchw, bf16, f32
14, 1, 1, 224, 1, 1, 8, 1, 1, conv_2d_nchw_fchw, bf16, f32
14, 1, 1, 224, 1, 1, 896, 1, 1, conv_2d_nchw_fchw, bf16, f32
14, 1, 1, 224, 1, 1, 896, 1, 1, conv_2d_nchw_fchw, bf16, f32
14, 1, 1, 224, 1, 1, 896, 1, 1, conv_2d_nchw_fchw, bf16, f32
14, 235, 362, 224, 1, 1, 224, 1, 1, conv_2d_nchw_fchw, bf16, f32
14, 235, 362, 224, 1, 1, 224, 1, 1, conv_2d_nchw_fchw, bf16, f32
14, 235, 362, 224, 1, 1, 224, 1, 1, conv_2d_nchw_fchw, bf16, f32
14, 235, 362, 224, 1, 1, 448, 1, 1, conv_2d_nchw_fchw, bf16, f32
14, 235, 362, 224, 1, 1, 448, 1, 1, conv_2d_nchw_fchw, bf16, f32
14, 235, 362, 224, 1, 1, 448, 1, 1, conv_2d_nchw_fchw, bf16, f32
14, 235, 362, 224, 1, 1, 448, 2, 2, conv_2d_nchw_fchw, bf16, f32
14, 235, 362, 224, 1, 1, 448, 2, 2, conv_2d_nchw_fchw, bf16, f32
14, 235, 362, 224, 1, 1, 448, 2, 2, conv_2d_nchw_fchw, bf16, f32
14, 938, 1448, 3, 3, 3, 32, 2, 2, conv_2d_nchw_fchw, bf16, f32
14, 938, 1448, 3, 3, 3, 32, 2, 2, conv_2d_nchw_fchw, bf16, f32
14, 938, 1448, 3, 3, 3, 32, 2, 2, conv_2d_nchw_fchw, bf16, f32
14, 469, 724, 32, 1, 1, 224, 1, 1, conv_2d_nchw_fchw, bf16, f32
14, 469, 724, 32, 1, 1, 224, 1, 1, conv_2d_nchw_fchw, bf16, f32
14, 469, 724, 32, 1, 1, 224, 1, 1, conv_2d_nchw_fchw, bf16, f32
14, 469, 724, 32, 1, 1, 224, 2, 2, conv_2d_nchw_fchw, bf16, f32
14, 469, 724, 32, 1, 1, 224, 2, 2, conv_2d_nchw_fchw, bf16, f32
14, 469, 724, 32, 1, 1, 224, 2, 2, conv_2d_nchw_fchw, bf16, f32
14, 938, 1448, 4, 1, 1, 3, 1, 1, conv_2d_nchw_fchw, bf16, f32
14, 938, 1448, 4, 1, 1, 3, 1, 1, conv_2d_nchw_fchw, bf16, f32
14, 1, 1, 448, 1, 1, 112, 1, 1, conv_2d_nchw_fchw, bf16, f32
14, 1, 1, 448, 1, 1, 112, 1, 1, conv_2d_nchw_fchw, bf16, f32
14, 1, 1, 448, 1, 1, 112, 1, 1, conv_2d_nchw_fchw, bf16, f32
14, 1, 1, 448, 1, 1, 56, 1, 1, conv_2d_nchw_fchw, bf16, f32
14, 1, 1, 448, 1, 1, 56, 1, 1, conv_2d_nchw_fchw, bf16, f32
14, 1, 1, 448, 1, 1, 56, 1, 1, conv_2d_nchw_fchw, bf16, f32
14, 118, 181, 448, 1, 1, 448, 1, 1, conv_2d_nchw_fchw, bf16, f32
14, 118, 181, 448, 1, 1, 448, 1, 1, conv_2d_nchw_fchw, bf16, f32
14, 118, 181, 448, 1, 1, 448, 1, 1, conv_2d_nchw_fchw, bf16, f32
14, 118, 181, 448, 1, 1, 896, 1, 1, conv_2d_nchw_fchw, bf16, f32
14, 118, 181, 448, 1, 1, 896, 1, 1, conv_2d_nchw_fchw, bf16, f32
14, 118, 181, 448, 1, 1, 896, 1, 1, conv_2d_nchw_fchw, bf16, f32
14, 118, 181, 448, 1, 1, 896, 2, 2, conv_2d_nchw_fchw, bf16, f32
14, 118, 181, 448, 1, 1, 896, 2, 2, conv_2d_nchw_fchw, bf16, f32
14, 118, 181, 448, 1, 1, 896, 2, 2, conv_2d_nchw_fchw, bf16, f32
14, 1, 1, 56, 1, 1, 224, 1, 1, conv_2d_nchw_fchw, bf16, f32
14, 1, 1, 56, 1, 1, 224, 1, 1, conv_2d_nchw_fchw, bf16, f32
14, 1, 1, 56, 1, 1, 224, 1, 1, conv_2d_nchw_fchw, bf16, f32
14, 1, 1, 56, 1, 1, 448, 1, 1, conv_2d_nchw_fchw, bf16, f32
14, 1, 1, 56, 1, 1, 448, 1, 1, conv_2d_nchw_fchw, bf16, f32
14, 1, 1, 56, 1, 1, 448, 1, 1, conv_2d_nchw_fchw, bf16, f32
14, 1, 1, 8, 1, 1, 224, 1, 1, conv_2d_nchw_fchw, bf16, f32
14, 1, 1, 8, 1, 1, 224, 1, 1, conv_2d_nchw_fchw, bf16, f32
14, 1, 1, 8, 1, 1, 224, 1, 1, conv_2d_nchw_fchw, bf16, f32
14, 1, 1, 896, 1, 1, 112, 1, 1, conv_2d_nchw_fchw, bf16, f32
14, 1, 1, 896, 1, 1, 112, 1, 1, conv_2d_nchw_fchw, bf16, f32
14, 1, 1, 896, 1, 1, 112, 1, 1, conv_2d_nchw_fchw, bf16, f32
14, 1, 1, 896, 1, 1, 224, 1, 1, conv_2d_nchw_fchw, bf16, f32
14, 1, 1, 896, 1, 1, 224, 1, 1, conv_2d_nchw_fchw, bf16, f32
14, 1, 1, 896, 1, 1, 224, 1, 1, conv_2d_nchw_fchw, bf16, f32
14, 59, 91, 896, 1, 1, 2016, 1, 1, conv_2d_nchw_fchw, bf16, f32
14, 59, 91, 896, 1, 1, 2016, 1, 1, conv_2d_nchw_fchw, bf16, f32
14, 59, 91, 896, 1, 1, 2016, 1, 1, conv_2d_nchw_fchw, bf16, f32
14, 59, 91, 896, 1, 1, 2016, 2, 2, conv_2d_nchw_fchw, bf16, f32
14, 59, 91, 896, 1, 1, 2016, 2, 2, conv_2d_nchw_fchw, bf16, f32
14, 59, 91, 896, 1, 1, 2016, 2, 2, conv_2d_nchw_fchw, bf16, f32
14, 59, 91, 896, 1, 1, 896, 1, 1, conv_2d_nchw_fchw, bf16, f32
14, 59, 91, 896, 1, 1, 896, 1, 1, conv_2d_nchw_fchw, bf16, f32
14, 59, 91, 896, 1, 1, 896, 1, 1, conv_2d_nchw_fchw, bf16, f32
16, 1, 1, 112, 1, 1, 448, 1, 1, conv_2d_nchw_fchw, bf16, f32
16, 1, 1, 112, 1, 1, 448, 1, 1, conv_2d_nchw_fchw, bf16, f32
16, 1, 1, 112, 1, 1, 448, 1, 1, conv_2d_nchw_fchw, bf16, f32
16, 1, 1, 112, 1, 1, 896, 1, 1, conv_2d_nchw_fchw, bf16, f32
16, 1, 1, 112, 1, 1, 896, 1, 1, conv_2d_nchw_fchw, bf16, f32
16, 1, 1, 112, 1, 1, 896, 1, 1, conv_2d_nchw_fchw, bf16, f32
16, 1, 1, 2016, 1, 1, 224, 1, 1, conv_2d_nchw_fchw, bf16, f32
16, 1, 1, 2016, 1, 1, 224, 1, 1, conv_2d_nchw_fchw, bf16, f32
16, 1, 1, 2016, 1, 1, 224, 1, 1, conv_2d_nchw_fchw, bf16, f32
16, 30, 46, 2016, 1, 1, 2016, 1, 1, conv_2d_nchw_fchw, bf16, f32
16, 30, 46, 2016, 1, 1, 2016, 1, 1, conv_2d_nchw_fchw, bf16, f32
16, 30, 46, 2016, 1, 1, 2016, 1, 1, conv_2d_nchw_fchw, bf16, f32
16, 30, 46, 2016, 1, 1, 768, 1, 1, conv_2d_nchw_fchw, bf16, f32
16, 30, 46, 2016, 1, 1, 768, 1, 1, conv_2d_nchw_fchw, bf16, f32
16, 30, 46, 2016, 1, 1, 768, 1, 1, conv_2d_nchw_fchw, bf16, f32
16, 1, 1, 224, 1, 1, 2016, 1, 1, conv_2d_nchw_fchw, bf16, f32
16, 1, 1, 224, 1, 1, 2016, 1, 1, conv_2d_nchw_fchw, bf16, f32
16, 1, 1, 224, 1, 1, 2016, 1, 1, conv_2d_nchw_fchw, bf16, f32
16, 1, 1, 224, 1, 1, 56, 1, 1, conv_2d_nchw_fchw, bf16, f32
16, 1, 1, 224, 1, 1, 56, 1, 1, conv_2d_nchw_fchw, bf16, f32
16, 1, 1, 224, 1, 1, 56, 1, 1, conv_2d_nchw_fchw, bf16, f32
16, 1, 1, 224, 1, 1, 8, 1, 1, conv_2d_nchw_fchw, bf16, f32
16, 1, 1, 224, 1, 1, 8, 1, 1, conv_2d_nchw_fchw, bf16, f32
16, 1, 1, 224, 1, 1, 8, 1, 1, conv_2d_nchw_fchw, bf16, f32
16, 1, 1, 224, 1, 1, 896, 1, 1, conv_2d_nchw_fchw, bf16, f32
16, 1, 1, 224, 1, 1, 896, 1, 1, conv_2d_nchw_fchw, bf16, f32
16, 1, 1, 224, 1, 1, 896, 1, 1, conv_2d_nchw_fchw, bf16, f32
16, 235, 362, 224, 1, 1, 224, 1, 1, conv_2d_nchw_fchw, bf16, f32
16, 235, 362, 224, 1, 1, 224, 1, 1, conv_2d_nchw_fchw, bf16, f32
16, 235, 362, 224, 1, 1, 224, 1, 1, conv_2d_nchw_fchw, bf16, f32
16, 235, 362, 224, 1, 1, 448, 1, 1, conv_2d_nchw_fchw, bf16, f32
16, 235, 362, 224, 1, 1, 448, 1, 1, conv_2d_nchw_fchw, bf16, f32
16, 235, 362, 224, 1, 1, 448, 1, 1, conv_2d_nchw_fchw, bf16, f32
16, 235, 362, 224, 1, 1, 448, 2, 2, conv_2d_nchw_fchw, bf16, f32
16, 235, 362, 224, 1, 1, 448, 2, 2, conv_2d_nchw_fchw, bf16, f32
16, 235, 362, 224, 1, 1, 448, 2, 2, conv_2d_nchw_fchw, bf16, f32
16, 938, 1448, 3, 3, 3, 32, 2, 2, conv_2d_nchw_fchw, bf16, f32
16, 938, 1448, 3, 3, 3, 32, 2, 2, conv_2d_nchw_fchw, bf16, f32
16, 938, 1448, 3, 3, 3, 32, 2, 2, conv_2d_nchw_fchw, bf16, f32
16, 469, 724, 32, 1, 1, 224, 1, 1, conv_2d_nchw_fchw, bf16, f32
16, 469, 724, 32, 1, 1, 224, 1, 1, conv_2d_nchw_fchw, bf16, f32
16, 469, 724, 32, 1, 1, 224, 1, 1, conv_2d_nchw_fchw, bf16, f32
16, 469, 724, 32, 1, 1, 224, 2, 2, conv_2d_nchw_fchw, bf16, f32
16, 469, 724, 32, 1, 1, 224, 2, 2, conv_2d_nchw_fchw, bf16, f32
16, 469, 724, 32, 1, 1, 224, 2, 2, conv_2d_nchw_fchw, bf16, f32
16, 938, 1448, 4, 1, 1, 3, 1, 1, conv_2d_nchw_fchw, bf16, f32
16, 938, 1448, 4, 1, 1, 3, 1, 1, conv_2d_nchw_fchw, bf16, f32
16, 1, 1, 448, 1, 1, 112, 1, 1, conv_2d_nchw_fchw, bf16, f32
16, 1, 1, 448, 1, 1, 112, 1, 1, conv_2d_nchw_fchw, bf16, f32
16, 1, 1, 448, 1, 1, 112, 1, 1, conv_2d_nchw_fchw, bf16, f32
16, 1, 1, 448, 1, 1, 56, 1, 1, conv_2d_nchw_fchw, bf16, f32
16, 1, 1, 448, 1, 1, 56, 1, 1, conv_2d_nchw_fchw, bf16, f32
16, 1, 1, 448, 1, 1, 56, 1, 1, conv_2d_nchw_fchw, bf16, f32
16, 118, 181, 448, 1, 1, 448, 1, 1, conv_2d_nchw_fchw, bf16, f32
16, 118, 181, 448, 1, 1, 448, 1, 1, conv_2d_nchw_fchw, bf16, f32
16, 118, 181, 448, 1, 1, 448, 1, 1, conv_2d_nchw_fchw, bf16, f32
16, 118, 181, 448, 1, 1, 896, 1, 1, conv_2d_nchw_fchw, bf16, f32
16, 118, 181, 448, 1, 1, 896, 1, 1, conv_2d_nchw_fchw, bf16, f32
16, 118, 181, 448, 1, 1, 896, 1, 1, conv_2d_nchw_fchw, bf16, f32
16, 118, 181, 448, 1, 1, 896, 2, 2, conv_2d_nchw_fchw, bf16, f32
16, 118, 181, 448, 1, 1, 896, 2, 2, conv_2d_nchw_fchw, bf16, f32
16, 118, 181, 448, 1, 1, 896, 2, 2, conv_2d_nchw_fchw, bf16, f32
16, 1, 1, 56, 1, 1, 224, 1, 1, conv_2d_nchw_fchw, bf16, f32
16, 1, 1, 56, 1, 1, 224, 1, 1, conv_2d_nchw_fchw, bf16, f32
16, 1, 1, 56, 1, 1, 224, 1, 1, conv_2d_nchw_fchw, bf16, f32
16, 1, 1, 56, 1, 1, 448, 1, 1, conv_2d_nchw_fchw, bf16, f32
16, 1, 1, 56, 1, 1, 448, 1, 1, conv_2d_nchw_fchw, bf16, f32
16, 1, 1, 56, 1, 1, 448, 1, 1, conv_2d_nchw_fchw, bf16, f32
16, 1, 1, 8, 1, 1, 224, 1, 1, conv_2d_nchw_fchw, bf16, f32
16, 1, 1, 8, 1, 1, 224, 1, 1, conv_2d_nchw_fchw, bf16, f32
16, 1, 1, 8, 1, 1, 224, 1, 1, conv_2d_nchw_fchw, bf16, f32
16, 1, 1, 896, 1, 1, 112, 1, 1, conv_2d_nchw_fchw, bf16, f32
16, 1, 1, 896, 1, 1, 112, 1, 1, conv_2d_nchw_fchw, bf16, f32
16, 1, 1, 896, 1, 1, 112, 1, 1, conv_2d_nchw_fchw, bf16, f32
16, 1, 1, 896, 1, 1, 224, 1, 1, conv_2d_nchw_fchw, bf16, f32
16, 1, 1, 896, 1, 1, 224, 1, 1, conv_2d_nchw_fchw, bf16, f32
16, 1, 1, 896, 1, 1, 224, 1, 1, conv_2d_nchw_fchw, bf16, f32
16, 59, 91, 896, 1, 1, 2016, 1, 1, conv_2d_nchw_fchw, bf16, f32
16, 59, 91, 896, 1, 1, 2016, 1, 1, conv_2d_nchw_fchw, bf16, f32
16, 59, 91, 896, 1, 1, 2016, 1, 1, conv_2d_nchw_fchw, bf16, f32
16, 59, 91, 896, 1, 1, 2016, 2, 2, conv_2d_nchw_fchw, bf16, f32
16, 59, 91, 896, 1, 1, 2016, 2, 2, conv_2d_nchw_fchw, bf16, f32
16, 59, 91, 896, 1, 1, 2016, 2, 2, conv_2d_nchw_fchw, bf16, f32
16, 59, 91, 896, 1, 1, 896, 1, 1, conv_2d_nchw_fchw, bf16, f32
16, 59, 91, 896, 1, 1, 896, 1, 1, conv_2d_nchw_fchw, bf16, f32
16, 59, 91, 896, 1, 1, 896, 1, 1, conv_2d_nchw_fchw, bf16, f32
2, 1, 1, 112, 1, 1, 448, 1, 1, conv_2d_nchw_fchw, bf16, f32
2, 1, 1, 112, 1, 1, 448, 1, 1, conv_2d_nchw_fchw, bf16, f32
2, 1, 1, 112, 1, 1, 448, 1, 1, conv_2d_nchw_fchw, bf16, f32
2, 1, 1, 112, 1, 1, 896, 1, 1, conv_2d_nchw_fchw, bf16, f32
2, 1, 1, 112, 1, 1, 896, 1, 1, conv_2d_nchw_fchw, bf16, f32
2, 1, 1, 112, 1, 1, 896, 1, 1, conv_2d_nchw_fchw, bf16, f32
2, 1, 1, 2016, 1, 1, 224, 1, 1, conv_2d_nchw_fchw, bf16, f32
2, 1, 1, 2016, 1, 1, 224, 1, 1, conv_2d_nchw_fchw, bf16, f32
2, 1, 1, 2016, 1, 1, 224, 1, 1, conv_2d_nchw_fchw, bf16, f32
2, 30, 46, 2016, 1, 1, 2016, 1, 1, conv_2d_nchw_fchw, bf16, f32
2, 30, 46, 2016, 1, 1, 2016, 1, 1, conv_2d_nchw_fchw, bf16, f32
2, 30, 46, 2016, 1, 1, 2016, 1, 1, conv_2d_nchw_fchw, bf16, f32
2, 30, 46, 2016, 1, 1, 4096, 1, 1, conv_2d_nchw_fchw, bf16, f32
2, 30, 46, 2016, 1, 1, 4096, 1, 1, conv_2d_nchw_fchw, bf16, f32
2, 30, 46, 2016, 1, 1, 4096, 1, 1, conv_2d_nchw_fchw, bf16, f32
2, 1, 1, 224, 1, 1, 2016, 1, 1, conv_2d_nchw_fchw, bf16, f32
2, 1, 1, 224, 1, 1, 2016, 1, 1, conv_2d_nchw_fchw, bf16, f32
2, 1, 1, 224, 1, 1, 2016, 1, 1, conv_2d_nchw_fchw, bf16, f32
2, 1, 1, 224, 1, 1, 56, 1, 1, conv_2d_nchw_fchw, bf16, f32
2, 1, 1, 224, 1, 1, 56, 1, 1, conv_2d_nchw_fchw, bf16, f32
2, 1, 1, 224, 1, 1, 56, 1, 1, conv_2d_nchw_fchw, bf16, f32
2, 1, 1, 224, 1, 1, 8, 1, 1, conv_2d_nchw_fchw, bf16, f32
2, 1, 1, 224, 1, 1, 8, 1, 1, conv_2d_nchw_fchw, bf16, f32
2, 1, 1, 224, 1, 1, 8, 1, 1, conv_2d_nchw_fchw, bf16, f32
2, 1, 1, 224, 1, 1, 896, 1, 1, conv_2d_nchw_fchw, bf16, f32
2, 1, 1, 224, 1, 1, 896, 1, 1, conv_2d_nchw_fchw, bf16, f32
2, 1, 1, 224, 1, 1, 896, 1, 1, conv_2d_nchw_fchw, bf16, f32
2, 235, 363, 224, 1, 1, 224, 1, 1, conv_2d_nchw_fchw, bf16, f32
2, 235, 363, 224, 1, 1, 224, 1, 1, conv_2d_nchw_fchw, bf16, f32
2, 235, 363, 224, 1, 1, 224, 1, 1, conv_2d_nchw_fchw, bf16, f32
2, 235, 363, 224, 1, 1, 448, 1, 1, conv_2d_nchw_fchw, bf16, f32
2, 235, 363, 224, 1, 1, 448, 1, 1, conv_2d_nchw_fchw, bf16, f32
2, 235, 363, 224, 1, 1, 448, 1, 1, conv_2d_nchw_fchw, bf16, f32
2, 235, 363, 224, 1, 1, 448, 2, 2, conv_2d_nchw_fchw, bf16, f32
2, 235, 363, 224, 1, 1, 448, 2, 2, conv_2d_nchw_fchw, bf16, f32
2, 235, 363, 224, 1, 1, 448, 2, 2, conv_2d_nchw_fchw, bf16, f32
2, 940, 1450, 3, 3, 3, 32, 2, 2, conv_2d_nchw_fchw, bf16, f32
2, 940, 1450, 3, 3, 3, 32, 2, 2, conv_2d_nchw_fchw, bf16, f32
2, 940, 1450, 3, 3, 3, 32, 2, 2, conv_2d_nchw_fchw, bf16, f32
2, 470, 725, 32, 1, 1, 224, 1, 1, conv_2d_nchw_fchw, bf16, f32
2, 470, 725, 32, 1, 1, 224, 1, 1, conv_2d_nchw_fchw, bf16, f32
2, 470, 725, 32, 1, 1, 224, 1, 1, conv_2d_nchw_fchw, bf16, f32
2, 470, 725, 32, 1, 1, 224, 2, 2, conv_2d_nchw_fchw, bf16, f32
2, 470, 725, 32, 1, 1, 224, 2, 2, conv_2d_nchw_fchw, bf16, f32
2, 470, 725, 32, 1, 1, 224, 2, 2, conv_2d_nchw_fchw, bf16, f32
2, 940, 1450, 4, 1, 1, 3, 1, 1, conv_2d_nchw_fchw, bf16, f32
2, 940, 1450, 4, 1, 1, 3, 1, 1, conv_2d_nchw_fchw, bf16, f32
2, 1, 1, 448, 1, 1, 112, 1, 1, conv_2d_nchw_fchw, bf16, f32
2, 1, 1, 448, 1, 1, 112, 1, 1, conv_2d_nchw_fchw, bf16, f32
2, 1, 1, 448, 1, 1, 112, 1, 1, conv_2d_nchw_fchw, bf16, f32
2, 1, 1, 448, 1, 1, 56, 1, 1, conv_2d_nchw_fchw, bf16, f32
2, 1, 1, 448, 1, 1, 56, 1, 1, conv_2d_nchw_fchw, bf16, f32
2, 1, 1, 448, 1, 1, 56, 1, 1, conv_2d_nchw_fchw, bf16, f32
2, 118, 182, 448, 1, 1, 448, 1, 1, conv_2d_nchw_fchw, bf16, f32
2, 118, 182, 448, 1, 1, 448, 1, 1, conv_2d_nchw_fchw, bf16, f32
2, 118, 182, 448, 1, 1, 448, 1, 1, conv_2d_nchw_fchw, bf16, f32
2, 118, 182, 448, 1, 1, 896, 1, 1, conv_2d_nchw_fchw, bf16, f32
2, 118, 182, 448, 1, 1, 896, 1, 1, conv_2d_nchw_fchw, bf16, f32
2, 118, 182, 448, 1, 1, 896, 1, 1, conv_2d_nchw_fchw, bf16, f32
2, 118, 182, 448, 1, 1, 896, 2, 2, conv_2d_nchw_fchw, bf16, f32
2, 118, 182, 448, 1, 1, 896, 2, 2, conv_2d_nchw_fchw, bf16, f32
2, 118, 182, 448, 1, 1, 896, 2, 2, conv_2d_nchw_fchw, bf16, f32
2, 1, 1, 56, 1, 1, 224, 1, 1, conv_2d_nchw_fchw, bf16, f32
2, 1, 1, 56, 1, 1, 224, 1, 1, conv_2d_nchw_fchw, bf16, f32
2, 1, 1, 56, 1, 1, 224, 1, 1, conv_2d_nchw_fchw, bf16, f32
2, 1, 1, 56, 1, 1, 448, 1, 1, conv_2d_nchw_fchw, bf16, f32
2, 1, 1, 56, 1, 1, 448, 1, 1, conv_2d_nchw_fchw, bf16, f32
2, 1, 1, 56, 1, 1, 448, 1, 1, conv_2d_nchw_fchw, bf16, f32
2, 1, 1, 8, 1, 1, 224, 1, 1, conv_2d_nchw_fchw, bf16, f32
2, 1, 1, 8, 1, 1, 224, 1, 1, conv_2d_nchw_fchw, bf16, f32
2, 1, 1, 8, 1, 1, 224, 1, 1, conv_2d_nchw_fchw, bf16, f32
2, 1, 1, 896, 1, 1, 112, 1, 1, conv_2d_nchw_fchw, bf16, f32
2, 1, 1, 896, 1, 1, 112, 1, 1, conv_2d_nchw_fchw, bf16, f32
2, 1, 1, 896, 1, 1, 112, 1, 1, conv_2d_nchw_fchw, bf16, f32
2, 1, 1, 896, 1, 1, 224, 1, 1, conv_2d_nchw_fchw, bf16, f32
2, 1, 1, 896, 1, 1, 224, 1, 1, conv_2d_nchw_fchw, bf16, f32
2, 1, 1, 896, 1, 1, 224, 1, 1, conv_2d_nchw_fchw, bf16, f32
2, 59, 91, 896, 1, 1, 2016, 1, 1, conv_2d_nchw_fchw, bf16, f32
2, 59, 91, 896, 1, 1, 2016, 1, 1, conv_2d_nchw_fchw, bf16, f32
2, 59, 91, 896, 1, 1, 2016, 1, 1, conv_2d_nchw_fchw, bf16, f32
2, 59, 91, 896, 1, 1, 2016, 2, 2, conv_2d_nchw_fchw, bf16, f32
2, 59, 91, 896, 1, 1, 2016, 2, 2, conv_2d_nchw_fchw, bf16, f32
2, 59, 91, 896, 1, 1, 2016, 2, 2, conv_2d_nchw_fchw, bf16, f32
2, 59, 91, 896, 1, 1, 896, 1, 1, conv_2d_nchw_fchw, bf16, f32
2, 59, 91, 896, 1, 1, 896, 1, 1, conv_2d_nchw_fchw, bf16, f32
2, 59, 91, 896, 1, 1, 896, 1, 1, conv_2d_nchw_fchw, bf16, f32
4, 1, 1, 112, 1, 1, 448, 1, 1, conv_2d_nchw_fchw, bf16, f32
4, 1, 1, 112, 1, 1, 448, 1, 1, conv_2d_nchw_fchw, bf16, f32
4, 1, 1, 112, 1, 1, 448, 1, 1, conv_2d_nchw_fchw, bf16, f32
4, 1, 1, 112, 1, 1, 896, 1, 1, conv_2d_nchw_fchw, bf16, f32
4, 1, 1, 112, 1, 1, 896, 1, 1, conv_2d_nchw_fchw, bf16, f32
4, 1, 1, 112, 1, 1, 896, 1, 1, conv_2d_nchw_fchw, bf16, f32
4, 1, 1, 2016, 1, 1, 224, 1, 1, conv_2d_nchw_fchw, bf16, f32
4, 1, 1, 2016, 1, 1, 224, 1, 1, conv_2d_nchw_fchw, bf16, f32
4, 1, 1, 2016, 1, 1, 224, 1, 1, conv_2d_nchw_fchw, bf16, f32
4, 30, 46, 2016, 1, 1, 2016, 1, 1, conv_2d_nchw_fchw, bf16, f32
4, 30, 46, 2016, 1, 1, 2016, 1, 1, conv_2d_nchw_fchw, bf16, f32
4, 30, 46, 2016, 1, 1, 2016, 1, 1, conv_2d_nchw_fchw, bf16, f32
4, 30, 46, 2016, 1, 1, 4096, 1, 1, conv_2d_nchw_fchw, bf16, f32
4, 30, 46, 2016, 1, 1, 4096, 1, 1, conv_2d_nchw_fchw, bf16, f32
4, 30, 46, 2016, 1, 1, 4096, 1, 1, conv_2d_nchw_fchw, bf16, f32
4, 1, 1, 224, 1, 1, 2016, 1, 1, conv_2d_nchw_fchw, bf16, f32
4, 1, 1, 224, 1, 1, 2016, 1, 1, conv_2d_nchw_fchw, bf16, f32
4, 1, 1, 224, 1, 1, 2016, 1, 1, conv_2d_nchw_fchw, bf16, f32
4, 1, 1, 224, 1, 1, 56, 1, 1, conv_2d_nchw_fchw, bf16, f32
4, 1, 1, 224, 1, 1, 56, 1, 1, conv_2d_nchw_fchw, bf16, f32
4, 1, 1, 224, 1, 1, 56, 1, 1, conv_2d_nchw_fchw, bf16, f32
4, 1, 1, 224, 1, 1, 8, 1, 1, conv_2d_nchw_fchw, bf16, f32
4, 1, 1, 224, 1, 1, 8, 1, 1, conv_2d_nchw_fchw, bf16, f32
4, 1, 1, 224, 1, 1, 8, 1, 1, conv_2d_nchw_fchw, bf16, f32
4, 1, 1, 224, 1, 1, 896, 1, 1, conv_2d_nchw_fchw, bf16, f32
4, 1, 1, 224, 1, 1, 896, 1, 1, conv_2d_nchw_fchw, bf16, f32
4, 1, 1, 224, 1, 1, 896, 1, 1, conv_2d_nchw_fchw, bf16, f32
4, 235, 362, 224, 1, 1, 224, 1, 1, conv_2d_nchw_fchw, bf16, f32
4, 235, 362, 224, 1, 1, 224, 1, 1, conv_2d_nchw_fchw, bf16, f32
4, 235, 362, 224, 1, 1, 224, 1, 1, conv_2d_nchw_fchw, bf16, f32
4, 235, 362, 224, 1, 1, 448, 1, 1, conv_2d_nchw_fchw, bf16, f32
4, 235, 362, 224, 1, 1, 448, 1, 1, conv_2d_nchw_fchw, bf16, f32
4, 235, 362, 224, 1, 1, 448, 1, 1, conv_2d_nchw_fchw, bf16, f32
4, 235, 362, 224, 1, 1, 448, 2, 2, conv_2d_nchw_fchw, bf16, f32
4, 235, 362, 224, 1, 1, 448, 2, 2, conv_2d_nchw_fchw, bf16, f32
4, 235, 362, 224, 1, 1, 448, 2, 2, conv_2d_nchw_fchw, bf16, f32
4, 235, 363, 224, 1, 1, 224, 1, 1, conv_2d_nchw_fchw, bf16, f32
4, 235, 363, 224, 1, 1, 224, 1, 1, conv_2d_nchw_fchw, bf16, f32
4, 235, 363, 224, 1, 1, 224, 1, 1, conv_2d_nchw_fchw, bf16, f32
4, 235, 363, 224, 1, 1, 448, 1, 1, conv_2d_nchw_fchw, bf16, f32
4, 235, 363, 224, 1, 1, 448, 1, 1, conv_2d_nchw_fchw, bf16, f32
4, 235, 363, 224, 1, 1, 448, 1, 1, conv_2d_nchw_fchw, bf16, f32
4, 235, 363, 224, 1, 1, 448, 2, 2, conv_2d_nchw_fchw, bf16, f32
